Memento_Count
9
0
91
0
19
29
15
3
141
49
3
0
0
0
17
0
0
0
48
0
2
0
2
5
46
0
0
29
2
8
0
6
2
5
3
40
1
39
3
115
61
4
213
1
0
0
0
22
0
11
126
1
6
2
0
2
0
92
22
14
0
20
2
0
0
20
0
3
3
0
0
2
26
0
9
0
2
0
0
5
7
0
14
1
94
0
1
0
1
52
0
0
3
57
0
4
0
0
16
11
0
0
6
0
0
0
2
0
0
0
3
0
4
7
0
4
0
0
0
2
0
7
253
1
0
0
0
21
0
35
0
0
1
0
4449
0
0
0
0
3
0
7
17
147
0
0
1
1
3
0
0
0
0
0
0
0
58
0
3
0
1
28
3
5
0
5
0
3
76
1
9
18
0
1
0
0
3
0
4
0
75
0
0
7
2
0
0
8
0
1
38
2
1
2
0
0
2
0
2
4
6
0
2
10
0
2
15
7
31
3
3
0
0
5
113
15
0
7
0
0
5
6
14
0
0
1
0
0
0
1
1
0
0
1
0
29
26
0
8
3
18
0
0
0
0
9
0
1
1628
8155
28
10
13
0
37
1
0
0
0
3
21
0
0
0
7
1
18
0
0
0
19
31
0
3
54
8
0
0
17
156
8
0
3
4
0
0
65
3
1
14
0
287
0
0
0
25
120
32
0
97
0
0
7
2
0
9
0
0
0
3
1
4
5
0
8
76
1
5
43
8
0
16
1
32
0
14
33
1
0
0
0
0
0
0
0
5
2
0
0
6
0
0
39
85882
0
2
0
0
2
9
0
1
0
1
0
40
6
0
0
10
0
0
0
0
2
7
0
0
0
0
0
10
2
2
0
22
0
27
0
0
0
2
2
19
0
0
0
0
134
0
0
0
339
164
0
1
0
4
0
10
0
838
2
6
0
14
36
62
0
0
2
0
45
164
0
4
6
0
25
4
1
2
0
4
0
3
2
2
2
7
0
52
0
0
0
0
6
5
0
0
0
200
0
0
56
18
7
0
0
0
0
30
7
4
0
0
0
0
0
6
5
0
21
0
0
0
39
0
3
1
48
4
0
5
2
1
3
2
15
12
4
0
0
4
1
5
13
4
18
0
3
0
0
2
18
0
0
2794
0
0
7
9
0
70
0
1
11
10
136
10
20
0
0
0
1
0
0
0
0
0
0
16
0
0
0
0
0
3
0
1
0
0
649
2
25
0
10
7
0
0
0
0
0
1
7
0
0
1
0
0
2368
0
0
0
1
10
1
1
4
8
0
1
5
0
0
0
0
0
0
0
4
0
0
0
2
0
0
1
0
0
0
40
2
0
0
34
0
0
0
7
0
0
0
2
5
0
2
0
0
0
2
0
0
0
3
0
0
0
0
0
0
0
2
8
26
23
0
0
2
104
1
0
0
0
0
0
0
67
0
0
1
0
18
0
0
0
0
0
3
1
0
0
0
7
0
4
32
18
4
64
1
27
0
0
0
9
1
0
28
0
0
0
1
8
1
12
89
3
0
0
0
1
0
3
18
0
1
1
1
147
0
0
0
0
0
0
0
43
0
61
0
4
3
7
0
1
0
0
2
0
0
0
0
2
2
1
0
0
0
0
2
1
94
0
0
177
1
3
0
0
223
122
4
0
0
0
5
0
0
0
0
0
0
9
0
0
110
23
11
0
0
3
0
95
3
0
0
0
9
0
0
0
1
0
35
33
16
0
0
0
0
0
5
2
5
0
0
1
4
4
14
0
4
2
0
0
0
2
0
0
0
9
253
0
0
0
5
1
2
0
0
0
5
3
74
0
7
133
0
3
9
0
10164
0
5
0
0
0
0
0
7
29
234
17
0
1
0
0
2773
6
0
5
2
0
6
0
0
0
2
0
0
41895
93
2
0
0
0
1
0
0
0
0
0
18
0
0
1
0
2
0
1
0
14
212
111
3
9
0
0
14
2
0
118
2
50
0
780
0
0
0
0
3
0
7
0
2
0
0
0
25
1
0
1
6
0
14219
0
0
23
0
0
10
1
0
1
0
0
0
6
3
25
0
10
0
12
18
0
0
0
0
1
0
1
0
85
24
2
0
0
1
0
0
0
0
0
6
9
0
1
2
8
4
0
4
0
4
0
19
1
21
0
0
0
1
0
0
48
0
0
0
0
78
0
6
0
120
22
25273
0
0
0
0
6
0
87
383
0
0
6
0
0
34
0
56
0
0
2
0
0
0
0
0
0
0
36
22
6
13
0
7
0
27
7
8
52
0
0
58
0
0
