Memento_Count
3
0
20
0
13
4
5
2
60
13
1
0
0
0
7
0
0
0
6
0
2
0
2
1
45
0
0
5
3
5
0
7
1
2
3
7
0
6
0
115
61
4
28
1
0
0
0
5
0
0
33
0
2
0
0
0
0
74
10
6
0
6
3
0
0
11
0
2
2
0
0
2
26
0
2
0
1
0
0
4
6
0
1
1
17
0
1
0
1
21
0
0
3
6
0
7
0
0
9
3
0
0
2
0
0
0
0
0
0
0
3
0
5
2
0
5
0
0
0
1
0
3
172
2
0
0
1
10
0
6
0
0
0
0
3996
0
0
0
0
3
0
7
7
21
0
0
0
1
1
0
0
0
0
1
0
0
5
0
1
0
2
3
1
4
0
3
0
0
38
2
6
7
0
0
0
0
3
0
2
0
14
0
0
2
1
0
0
4
0
1
11
2
0
1
0
0
0
0
3
1
2
0
2
6
1
2
3
7
27
2
1
0
0
4
51
5
0
3
0
0
3
0
12
0
0
1
0
0
0
1
0
0
0
1
0
6
31
0
5
7
8
0
1
0
0
6
0
1
1403
8716
27
7
6
0
10
1
0
0
0
1
3
0
0
0
2
1
16
0
0
0
7
14
0
0
27
3
0
0
16
40
3
0
3
5
0
2
45
1
1
3
0
279
0
0
0
3
6
9
0
79
0
0
0
2
1
4
0
0
0
3
1
4
1
0
1
50
0
2
18
3
0
5
1
6
0
13
3
1
0
0
0
0
0
0
0
3
2
0
0
5
0
0
43
81183
0
0
0
0
2
2
1
0
0
1
0
31
4
0
0
7
0
0
0
0
3
6
0
0
0
0
0
4
0
2
0
5
0
3
0
0
0
2
1
16
0
0
0
0
104
0
0
0
238
160
0
1
0
5
0
4
0
822
0
5
0
11
36
8
0
0
1
0
41
15
0
0
5
0
16
0
1
1
0
4
0
3
1
0
4
7
0
41
0
0
0
0
3
4
0
0
0
36
0
0
55
6
3
0
0
0
0
28
6
4
0
0
0
0
0
3
4
0
11
0
0
0
9
0
1
0
39
4
0
3
2
0
3
1
10
9
2
0
0
3
1
5
13
4
18
0
3
0
0
2
3
0
0
2691
0
0
2
5
0
15
0
1
6
2
16
0
1
0
0
0
0
0
0
0
0
0
0
16
0
0
0
0
0
3
0
1
0
0
16
3
29
0
3
2
0
0
0
0
0
1
4
0
0
2
0
0
2262
0
0
0
2
7
1
1
4
6
0
0
5
0
0
0
0
0
0
0
1
0
0
0
2
0
0
1
0
0
0
3
2
0
0
23
0
0
0
3
0
0
0
0
3
0
3
0
2
0
2
0
0
0
0
0
0
0
0
0
0
2
1
8
21
4
0
0
0
100
1
0
0
0
0
0
0
7
0
0
1
0
17
0
0
0
0
0
2
0
0
0
0
7
0
4
13
8
3
7
0
6
0
0
0
5
1
0
21
0
0
0
0
5
1
5
16
3
0
0
0
1
0
2
17
0
1
1
0
12
0
0
0
0
0
0
0
11
0
12
0
2
4
4
0
1
0
0
1
0
0
0
0
2
3
0
0
0
0
1
1
1
93
0
0
175
3
0
0
0
223
53
3
0
0
0
4
0
0
0
0
0
0
2
0
0
101
23
13
0
0
4
0
20
3
0
0
0
8
0
1
0
1
0
7
12
15
0
0
0
1
0
6
2
4
0
0
1
4
3
4
0
2
1
0
0
0
2
0
0
0
0
217
0
0
0
3
1
2
0
0
0
4
2
53
0
4
128
0
4
9
0
8622
0
4
0
0
0
0
0
5
13
119
16
0
0
1
0
2321
7
0
3
2
0
4
0
0
0
2
0
0
31735
63
2
0
0
0
0
0
0
1
0
0
11
0
0
1
1
7
0
1
0
2
15
69
2
6
0
0
14
7
0
11
2
8
0
665
0
0
0
0
3
0
6
0
0
0
0
0
4
1
0
0
2
0
13961
0
0
4
0
0
7
0
0
1
0
0
0
6
1
9
0
0
0
11
18
0
0
0
0
1
0
1
0
11
9
1
0
0
1
0
0
0
0
0
6
5
0
1
2
1
3
0
0
2
1
0
19
1
5
0
0
0
1
1
0
42
0
0
0
0
14
0
4
0
93
8
23315
0
0
0
0
4
0
21
8
0
0
2
0
0
28
0
35
0
0
3
0
0
0
0
0
0
0
11
29
6
7
0
3
0
22
7
3
5
0
0
53
0
0
